symbol,name
Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Category
MODV,ModivCare Inc.,ModivCare Inc. - Common Stock,Q,N,D,100.0,N,N,NASDAQ
MOFG,"MidWestOne Financial Group, Inc.","MidWestOne Financial Group, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MOGO,Mogo Inc.,Mogo Inc. - Common Shares,S,N,N,100.0,N,N,NASDAQ
MOLN,Molecular Partners AG,Molecular Partners AG - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
MOMO,Hello Group Inc. ,Hello Group Inc.  - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
MOOD,Relative Sentiment Tactical Allocation ETF,Relative Sentiment Tactical Allocation ETF,G,N,N,100.0,Y,N,NASDAQ
MORN,"Morningstar, Inc.","Morningstar, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MOVE,Movano Inc.,Movano Inc. - Common Stock,S,N,E,100.0,N,N,NASDAQ
MPAA,"Motorcar Parts of America, Inc.","Motorcar Parts of America, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MPB,Mid Penn Bancorp,Mid Penn Bancorp - Common Stock,G,N,N,100.0,N,N,NASDAQ
MPWR,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MQ,"Marqeta, Inc.","Marqeta, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
MQQQ,Tradr 2X Long Innovation 100 Monthly ETF,Tradr 2X Long Innovation 100 Monthly ETF,G,N,N,100.0,Y,N,NASDAQ
MRAL,GraniteShares 2x Long MARA Daily ETF,GraniteShares 2x Long MARA Daily ETF,G,N,N,100.0,Y,N,NASDAQ
MRAM,"Everspin Technologies, Inc.","Everspin Technologies, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
MRBK,Meridian Corporation,Meridian Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
MRCC,Monroe Capital Corporation,Monroe Capital Corporation - Closed End Fund,Q,N,N,100.0,N,N,NASDAQ
MRCY,Mercury Systems Inc,Mercury Systems Inc - Common Stock,Q,N,N,100.0,N,N,NASDAQ
MREO,Mereo BioPharma Group plc,Mereo BioPharma Group plc - American Depositary Shares,S,N,N,100.0,N,N,NASDAQ
MRKR,"Marker Therapeutics, Inc.","Marker Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
MRM,MEDIROM Healthcare Technologies Inc.,MEDIROM Healthcare Technologies Inc. - American Depositary Share,S,N,N,100.0,N,N,NASDAQ
MRNA,"Moderna, Inc.","Moderna, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MRNO,Murano Global Investments PLC,Murano Global Investments PLC - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
MRNOW,Murano Global Investments PLC,Murano Global Investments PLC - Warrants,S,N,N,100.0,N,N,NASDAQ
MRSN,"Mersana Therapeutics, Inc.","Mersana Therapeutics, Inc. - Common Stock",Q,N,D,100.0,N,N,NASDAQ
MRTN,"Marten Transport, Ltd.","Marten Transport, Ltd. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MRUS,Merus N.V.,Merus N.V. - Common Shares,G,N,N,100.0,N,N,NASDAQ
MRVI,"Maravai LifeSciences Holdings, Inc.","Maravai LifeSciences Holdings, Inc. - Class A common stock",Q,N,N,100.0,N,N,NASDAQ
MRVL,"Marvell Technology, Inc.","Marvell Technology, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MRX,Marex Group plc,Marex Group plc - Ordinary Shares,Q,N,N,100.0,N,N,NASDAQ
MSAI,"MultiSensor AI Holdings, Inc.","MultiSensor AI Holdings, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
MSAIW,"MultiSensor AI Holdings, Inc.","MultiSensor AI Holdings, Inc. - Warrants",S,N,N,100.0,N,N,NASDAQ
MSBI,"Midland States Bancorp, Inc.","Midland States Bancorp, Inc. - Common Stock",Q,N,E,100.0,N,N,NASDAQ
MSBIP,"Midland States Bancorp, Inc.","Midland States Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,E,100.0,N,N,NASDAQ
MSDD,GraniteShares 2x Short MSTR Daily ETF,GraniteShares 2x Short MSTR Daily ETF,G,N,N,100.0,Y,N,NASDAQ
MSEX,Middlesex Water Company,Middlesex Water Company - Common Stock,Q,N,N,100.0,N,N,NASDAQ
MSFD,Direxion Daily MSFT Bear 1X Shares,Direxion Daily MSFT Bear 1X Shares,G,N,N,100.0,Y,N,NASDAQ
MSFL,GraniteShares 2x Long MSFT Daily ETF,GraniteShares 2x Long MSFT Daily ETF,G,N,N,100.0,Y,N,NASDAQ
MSFT,Microsoft Corporation,Microsoft Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
MSFU,Direxion Daily MSFT Bull 2X Shares,Direxion Daily MSFT Bull 2X Shares,G,N,N,100.0,Y,N,NASDAQ
MSGM,Motorsport Games Inc.,Motorsport Games Inc. - Class A Common Stock,S,N,N,100.0,N,N,NASDAQ
MSPR,"MSP Recovery, Inc.","MSP Recovery, Inc. - Class A Common Stock",S,N,D,100.0,N,N,NASDAQ
MSPRW,"MSP Recovery, Inc.","MSP Recovery, Inc. - Warrant",S,N,D,100.0,N,N,NASDAQ
MSPRZ,"MSP Recovery, Inc.","MSP Recovery, Inc. - Warrant",S,N,D,100.0,N,N,NASDAQ
MSS,Maison Solutions Inc.,Maison Solutions Inc. - Class A Common Stock,S,N,N,100.0,N,N,NASDAQ
MST,Defiance Leveraged Long Income MSTR ETF,Defiance Leveraged Long Income MSTR ETF,G,N,N,100.0,Y,N,NASDAQ
MSTP,GraniteShares 2x Long MSTR Daily ETF,GraniteShares 2x Long MSTR Daily ETF,G,N,N,100.0,Y,N,NASDAQ
MSTR,MicroStrategy Incorporated,MicroStrategy Incorporated - Class A Common Stock,Q,N,N,100.0,N,N,NASDAQ
MSTX,Defiance Daily Target 2x Long MSTR ETF,Defiance Daily Target 2x Long MSTR ETF,G,N,N,100.0,Y,N,NASDAQ
MSW,Ming Shing Group Holdings Limited,Ming Shing Group Holdings Limited - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
MTC,"MMTec, Inc.","MMTec, Inc. - Common Shares",S,N,N,100.0,N,N,NASDAQ
MTCH,"Match Group, Inc.","Match Group, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MTEK,Maris-Tech Ltd.,Maris-Tech Ltd. - ordinary shares,S,N,N,100.0,N,N,NASDAQ
MTEKW,Maris-Tech Ltd.,Maris-Tech Ltd. - Warrants,S,N,N,100.0,N,N,NASDAQ
MTEN,Mingteng International Corporation Inc.,Mingteng International Corporation Inc. - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
MTEX,"Mannatech, Incorporated","Mannatech, Incorporated - Common Stock",S,N,N,100.0,N,N,NASDAQ
MTLS,Materialise NV,Materialise NV - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
MTRX,Matrix Service Company,Matrix Service Company - Common Stock,Q,N,N,100.0,N,N,NASDAQ
MTSI,"MACOM Technology Solutions Holdings, Inc.","MACOM Technology Solutions Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MTSR,"Metsera, Inc.","Metsera, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MTVA,MetaVia Inc. ,MetaVia Inc.  - Common Stock,S,N,D,100.0,N,N,NASDAQ
MU,"Micron Technology, Inc.","Micron Technology, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MUD,Direxion Daily MU Bear 1X Shares,Direxion Daily MU Bear 1X Shares,G,N,N,100.0,Y,N,NASDAQ
MULL,GraniteShares 2x Long MU Daily ETF,GraniteShares 2x Long MU Daily ETF,G,N,N,100.0,Y,N,NASDAQ
MULN,"Mullen Automotive, Inc.","Mullen Automotive, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
MURA,Mural Oncology plc,Mural Oncology plc - Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
MUU,Direxion Daily MU Bull 2X Shares,Direxion Daily MU Bull 2X Shares,G,N,N,100.0,Y,N,NASDAQ
MVBF,MVB Financial Corp.,MVB Financial Corp. - Common Stock,S,N,N,100.0,N,N,NASDAQ
MVIS,"MicroVision, Inc.","MicroVision, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
MVLL,GraniteShares 2x Long MRVL Daily ETF,GraniteShares 2x Long MRVL Daily ETF,G,N,N,100.0,Y,N,NASDAQ
MVST,"Microvast Holdings, Inc.","Microvast Holdings, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
MVSTW,"Microvast Holdings, Inc.","Microvast Holdings, Inc. - Warrant",S,N,N,100.0,N,N,NASDAQ
MWYN,"Marwynn Holdings, Inc.","Marwynn Holdings, Inc. - Common stock",S,N,N,100.0,N,N,NASDAQ
MXCT,"MaxCyte, Inc.","MaxCyte, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MXL,"MaxLinear, Inc","MaxLinear, Inc - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MYCF,SPDR SSGA My2026 Corporate Bond ETF,SPDR SSGA My2026 Corporate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYCG,SPDR SSGA My2027 Corporate Bond ETF,SPDR SSGA My2027 Corporate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYCH,SPDR SSGA My2028 Corporate Bond ETF,SPDR SSGA My2028 Corporate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYCI,SPDR SSGA My2029 Corporate Bond ETF,SPDR SSGA My2029 Corporate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYCJ,SPDR SSGA My2030 Corporate Bond ETF,SPDR SSGA My2030 Corporate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYCK,SPDR SSGA My2031 Corporate Bond ETF,SPDR SSGA My2031 Corporate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYCL,SPDR SSGA My2032 Corporate Bond ETF,SPDR SSGA My2032 Corporate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYCM,SPDR SSGA My2033 Corporate Bond ETF,SPDR SSGA My2033 Corporate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYCN,SPDR SSGA My2034 Corporate Bond ETF,SPDR SSGA My2034 Corporate Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYFW,"First Western Financial, Inc.","First Western Financial, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MYGN,"Myriad Genetics, Inc.","Myriad Genetics, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MYMF,SPDR SSGA My2026 Municipal Bond ETF,SPDR SSGA My2026 Municipal Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYMG,SPDR SSGA My2027 Municipal Bond ETF,SPDR SSGA My2027 Municipal Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYMH,SPDR SSGA My2028 Municipal Bond ETF,SPDR SSGA My2028 Municipal Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYMI,SPDR SSGA My2029 Municipal Bond ETF,SPDR SSGA My2029 Municipal Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYMJ,SPDR SSGA My2030 Municipal Bond ETF,SPDR SSGA My2030 Municipal Bond ETF,G,N,N,100.0,Y,N,NASDAQ
MYNZ,Mainz Biomed N.V.,Mainz Biomed N.V. - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
MYPS,"PLAYSTUDIOS, Inc. ","PLAYSTUDIOS, Inc.  - Class A Common Stock",G,N,N,100.0,N,N,NASDAQ
MYPSW,"PLAYSTUDIOS, Inc. ","PLAYSTUDIOS, Inc.  - Warrant",G,N,N,100.0,N,N,NASDAQ
MYRG,"MYR Group, Inc.","MYR Group, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
MYSZ,"My Size, Inc.","My Size, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
,Nano Labs Ltd,Nano Labs Ltd - Class A Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
NAAS,NaaS Technology Inc.,NaaS Technology Inc. - American Depositary Shares,S,N,H,100.0,N,N,NASDAQ
NAGE,"Niagen Bioscience, Inc.","Niagen Bioscience, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NAII,"Natural Alternatives International, Inc.","Natural Alternatives International, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
NAKA,"Kindly MD, Inc.","Kindly MD, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NAKAW,"Kindly MD, Inc.","Kindly MD, Inc. - Warrants",S,N,N,100.0,N,N,NASDAQ
NAMI,Jinxin Technology Holding Company,Jinxin Technology Holding Company - American Depositary Shares,S,N,N,100.0,N,N,NASDAQ
NAMM,Namib Minerals,Namib Minerals - Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
NAMMW,Namib Minerals,Namib Minerals - Warrants,S,N,N,100.0,N,N,NASDAQ
NAMS,NewAmsterdam Pharma Company N.V.,NewAmsterdam Pharma Company N.V. - Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
NAMSW,NewAmsterdam Pharma Company N.V.,NewAmsterdam Pharma Company N.V. - Warrant,G,N,N,100.0,N,N,NASDAQ
NAOV,"NanoVibronix, Inc.","NanoVibronix, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NATH,"Nathan's Famous, Inc.","Nathan's Famous, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
NATO,Themes Transatlantic Defense ETF,Themes Transatlantic Defense ETF,G,N,N,100.0,Y,N,NASDAQ
NATR,"Nature's Sunshine Products, Inc.","Nature's Sunshine Products, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NAUT,"Nautilus Biotechnology, Inc.","Nautilus Biotechnology, Inc. - Common Stock",Q,N,D,100.0,N,N,NASDAQ
NAVI,Navient Corporation,Navient Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
NB,NioCorp Developments Ltd.,NioCorp Developments Ltd. - Common Stock,G,N,N,100.0,N,N,NASDAQ
NBBK,"NB Bancorp, Inc.","NB Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NBIS,Nebius Group N.V.,Nebius Group N.V. - Class A Ordinary Shares,Q,N,N,100.0,N,N,NASDAQ
NBIX,"Neurocrine Biosciences, Inc.","Neurocrine Biosciences, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
NBN,Northeast Bank,Northeast Bank - Common Stock,G,N,N,100.0,N,N,NASDAQ
NBTB,NBT Bancorp Inc.,NBT Bancorp Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
NBTX,Nanobiotix S.A.,Nanobiotix S.A. - ADSs,Q,N,N,100.0,N,N,NASDAQ
NCEW,New Century Logistics (BVI) Limited,New Century Logistics (BVI) Limited - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
NCI,Neo-Concept International Group Holdings Limited,Neo-Concept International Group Holdings Limited - Class A Ordinary Shares,S,N,D,100.0,N,N,NASDAQ
NCIQ,Hashdex Nasdaq Crypto Index US ETF,Hashdex Nasdaq Crypto Index US ETF - Hashdex Nasdaq Crypto Index US ETF,G,N,N,100.0,N,N,NASDAQ
NCMI,"National CineMedia, Inc.","National CineMedia, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
NCNA,NuCana plc,NuCana plc - American Depositary Shares,S,N,D,100.0,N,N,NASDAQ
NCNO,"nCino, Inc.","nCino, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
NCPB,Nuveen Core Plus Bond ETF,Nuveen Core Plus Bond ETF,G,N,N,100.0,Y,N,NASDAQ
NCPL,Netcapital Inc.,Netcapital Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
NCPLW,Netcapital Inc.,Netcapital Inc. - warrants,S,N,N,100.0,N,N,NASDAQ
NCRA,"Nocera, Inc.","Nocera, Inc. - common stock",S,N,D,100.0,N,N,NASDAQ
NCSM,"NCS Multistage Holdings, Inc.","NCS Multistage Holdings, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NCT,Intercont (Cayman) Limited,Intercont (Cayman) Limited - Ordinary shares,S,N,N,100.0,N,N,NASDAQ
NCTY,The9 Limited,The9 Limited - American Depository Shares,S,N,N,100.0,N,N,NASDAQ
NDAA,Ned Davis Research 360 Dynamic Allocation ETF,Ned Davis Research 360 Dynamic Allocation ETF,G,N,N,100.0,Y,N,NASDAQ
NDAQ,"Nasdaq, Inc.","Nasdaq, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
NDLS,Noodles & Company,Noodles & Company - Common Stock,Q,N,N,100.0,N,N,NASDAQ
NDRA,ENDRA Life Sciences Inc.,ENDRA Life Sciences Inc. - Common Stock,S,N,D,100.0,N,N,NASDAQ
NDSN,Nordson Corporation,Nordson Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
NECB,"NorthEast Community Bancorp, Inc.","NorthEast Community Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NEGG,"Newegg Commerce, Inc.","Newegg Commerce, Inc. - Common Shares",S,N,N,100.0,N,N,NASDAQ
NEHC,New Era Helium Inc,New Era Helium Inc - Common Stock,G,N,D,100.0,N,N,NASDAQ
NEHCW,New Era Helium Inc,New Era Helium Inc - Warrants,S,N,N,100.0,N,N,NASDAQ
NEO,"NeoGenomics, Inc.","NeoGenomics, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NEOG,Neogen Corporation,Neogen Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
NEON,Neonode Inc.,Neonode Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
NEOV,NeoVolta Inc.,NeoVolta Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
NEOVW,NeoVolta Inc.,NeoVolta Inc. - Warrant,S,N,N,100.0,N,N,NASDAQ
NEPH,"Nephros, Inc.","Nephros, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NERD,Roundhill Video Games ETF,Roundhill Video Games ETF,G,N,N,100.0,Y,N,NASDAQ
NERV,"Minerva Neurosciences, Inc","Minerva Neurosciences, Inc - Common Stock",S,N,N,100.0,N,N,NASDAQ
NESR,National Energy Services Reunited Corp,National Energy Services Reunited Corp - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
NESRW,National Energy Services Reunited Corp,National Energy Services Reunited Corp - Warrants,S,N,N,100.0,N,N,NASDAQ
NETD,Nabors Energy Transition Corp. II,Nabors Energy Transition Corp. II - Class A Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
NETDU,Nabors Energy Transition Corp. II,Nabors Energy Transition Corp. II - Unit,G,N,N,100.0,N,N,NASDAQ
NETDW,Nabors Energy Transition Corp. II,Nabors Energy Transition Corp. II - Warrant,G,N,N,100.0,N,N,NASDAQ
NEUP,Neuphoria Therapeutics Inc.,Neuphoria Therapeutics Inc. - Common Stock,G,N,N,100.0,N,N,NASDAQ
NEWT,"NewtekOne, Inc.","NewtekOne, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
NEWTG,"NewtekOne, Inc.","NewtekOne, Inc. - 8.50% Fixed Rate Senior Notes due 2029",G,N,N,100.0,N,N,NASDAQ
NEWTH,"NewtekOne, Inc.","NewtekOne, Inc. - 8.625% Fixed Rate Senior Notes due 2029",G,N,N,100.0,N,N,NASDAQ
NEWTI,"NewtekOne, Inc.","NewtekOne, Inc. - 8.00% Fixed Rate Senior Notes due 2028",G,N,N,100.0,N,N,NASDAQ
NEWTZ,"NewtekOne, Inc.","NewtekOne, Inc. - 5.50% Notes Due 2026",G,N,N,100.0,N,N,NASDAQ
NEWZ,StockSnips AI-Powered Sentiment US All Cap ETF,StockSnips AI-Powered Sentiment US All Cap ETF,G,N,N,100.0,Y,N,NASDAQ
NEXN,Nexxen International Ltd.,Nexxen International Ltd. - Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
NEXT,NextDecade Corporation,NextDecade Corporation - Common Stock,S,N,N,100.0,N,N,NASDAQ
NFBK,"Northfield Bancorp, Inc.","Northfield Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
NFE,New Fortress Energy Inc.,New Fortress Energy Inc. - Class A Common Stock,Q,N,E,100.0,N,N,NASDAQ
NFLX,"Netflix, Inc.","Netflix, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
NFTY,First Trust India Nifty 50 Equal Weight ETF,First Trust India Nifty 50 Equal Weight ETF,G,N,N,100.0,Y,N,NASDAQ
NFXL,Direxion Daily NFLX Bull 2X Shares,Direxion Daily NFLX Bull 2X Shares,G,N,N,100.0,Y,N,NASDAQ
NFXS,Direxion Daily NFLX Bear 1X Shares,Direxion Daily NFLX Bear 1X Shares,G,N,N,100.0,Y,N,NASDAQ
NGNE,Neurogene Inc.,Neurogene Inc. - Common Stock,G,N,N,100.0,N,N,NASDAQ
NHIC,NewHold Investment Corp III,NewHold Investment Corp III - Class A Ordinary shares,G,N,N,100.0,N,N,NASDAQ
NHICU,NewHold Investment Corp III,NewHold Investment Corp III - Units,G,N,N,100.0,N,N,NASDAQ
NHICW,NewHold Investment Corp III,NewHold Investment Corp III - Warrants,G,N,N,100.0,N,N,NASDAQ
NHPAP,"National Healthcare Properties, Inc.","National Healthcare Properties, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",G,N,N,100.0,N,N,NASDAQ
NHPBP,"National Healthcare Properties, Inc.","National Healthcare Properties, Inc. - 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock",G,N,N,100.0,N,N,NASDAQ
NHTC,Natural Health Trends Corp.,Natural Health Trends Corp. - Commn Stock,S,N,N,100.0,N,N,NASDAQ
NICE,NICE Ltd,NICE Ltd - American Depositary Shares each representing one Ordinary Share,Q,N,N,100.0,N,N,NASDAQ
NIKL,Sprott Nickel Miners ETF,Sprott Nickel Miners ETF,G,N,N,100.0,Y,N,NASDAQ
NIOBW,NioCorp Developments Ltd.,NioCorp Developments Ltd. - Warrant,S,N,N,100.0,N,N,NASDAQ
NIPG,NIP Group Inc.,NIP Group Inc. - American Depositary Shares,G,N,N,100.0,N,N,NASDAQ
NISN,"NiSun Intl Enterprise Development Group Co, Ltd","NiSun Intl Enterprise Development Group Co, Ltd - Class A Common Shares",S,N,N,100.0,N,N,NASDAQ
NITO,"N2OFF, Inc.","N2OFF, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
NIU,Niu Technologies,Niu Technologies - American Depositary Shares,G,N,N,100.0,N,N,NASDAQ
NIVF,NewGenIvf Group Limited,NewGenIvf Group Limited - Class A Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
NIVFW,NewGenIvf Group Limited,NewGenIvf Group Limited - Warrants,S,N,N,100.0,N,N,NASDAQ
NIXT,Research Affiliates Deletions ETF,Research Affiliates Deletions ETF,G,N,N,100.0,Y,N,NASDAQ
NIXX,"Nixxy, Inc.","Nixxy, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NIXXW,"Nixxy, Inc.","Nixxy, Inc. - Warrant",S,N,N,100.0,N,N,NASDAQ
NKSH,"National Bankshares, Inc.","National Bankshares, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NKTR,Nektar Therapeutics,Nektar Therapeutics - Common Stock,S,N,N,100.0,N,N,NASDAQ
NKTX,"Nkarta, Inc.","Nkarta, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
NLSP,NLS Pharmaceutics Ltd.,NLS Pharmaceutics Ltd. - Common Shares,S,N,N,100.0,N,N,NASDAQ
NLSPW,NLS Pharmaceutics Ltd.,NLS Pharmaceutics Ltd. - Warrant,S,N,N,100.0,N,N,NASDAQ
NMFC,New Mountain Finance Corporation,New Mountain Finance Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
NMFCZ,New Mountain Finance Corporation,New Mountain Finance Corporation - 8.250% Notes due 2028,G,N,N,100.0,N,N,NASDAQ
NMIH,NMI Holdings Inc,NMI Holdings Inc - Common Stock,G,N,N,100.0,N,N,NASDAQ
NMRA,"Neumora Therapeutics, Inc.","Neumora Therapeutics, Inc. - Common Stock",Q,N,D,100.0,N,N,NASDAQ
NMRK,"Newmark Group, Inc.","Newmark Group, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
NMTC,NeuroOne Medical Technologies Corporation,NeuroOne Medical Technologies Corporation - Common Stock,S,N,D,100.0,N,N,NASDAQ
NN,NextNav Inc.,NextNav Inc. - Common stock,S,N,N,100.0,N,N,NASDAQ
NNAVW,NextNav Inc.,NextNav Inc. - Warrant,S,N,N,100.0,N,N,NASDAQ
NNBR,"NN, Inc.","NN, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
NNDM,Nano Dimension Ltd.,Nano Dimension Ltd. - American Depositary Shares,S,N,N,100.0,N,N,NASDAQ
NNE,Nano Nuclear Energy Inc.,Nano Nuclear Energy Inc. - common stock,S,N,N,100.0,N,N,NASDAQ
NNNN,Anbio Biotechnology,Anbio Biotechnology - Class A Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
NNOX,NANO-X IMAGING LTD,NANO-X IMAGING LTD - Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
NODK,"NI Holdings, Inc.","NI Holdings, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NOEM,CO2 Energy Transition Corp.,CO2 Energy Transition Corp. - Common Stock,G,N,N,100.0,N,N,NASDAQ
NOEMR,CO2 Energy Transition Corp.,CO2 Energy Transition Corp. - Right,G,N,N,100.0,N,N,NASDAQ
NOEMU,CO2 Energy Transition Corp.,CO2 Energy Transition Corp. - Unit,G,N,N,100.0,N,N,NASDAQ
NOEMW,CO2 Energy Transition Corp.,CO2 Energy Transition Corp. - Warrant,G,N,N,100.0,N,N,NASDAQ
NOTV,"Inotiv, Inc.","Inotiv, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
NOVT,Novanta Inc.,Novanta Inc. - Common Shares,Q,N,N,100.0,N,N,NASDAQ
NPAC,New Providence Acquisition Corp. III,New Providence Acquisition Corp. III - Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
NPACU,New Providence Acquisition Corp. III,New Providence Acquisition Corp. III - Units,G,N,N,100.0,N,N,NASDAQ
NPACW,New Providence Acquisition Corp. III,New Providence Acquisition Corp. III - Warrants,G,N,N,100.0,N,N,NASDAQ
NPCE,"Neuropace, Inc.","Neuropace, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
NPFI,Nuveen Preferred and Income ETF,Nuveen Preferred and Income ETF,G,N,N,100.0,Y,N,NASDAQ
NRC,National Research Corporation,National Research Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
NRDS,"NerdWallet, Inc.","NerdWallet, Inc. - Class A Common Stock",G,N,N,100.0,N,N,NASDAQ
NRES,Xtrackers RREEF Global Natural Resources ETF,Xtrackers RREEF Global Natural Resources ETF,G,N,N,100.0,Y,N,NASDAQ
NRIM,Northrim BanCorp Inc,Northrim BanCorp Inc - Common Stock,Q,N,N,100.0,N,N,NASDAQ
NRIX,"Nurix Therapeutics, Inc.","Nurix Therapeutics, Inc. - Common stock",G,N,N,100.0,N,N,NASDAQ
NRSN,NeuroSense Therapeutics Ltd.,NeuroSense Therapeutics Ltd. - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
NRSNW,NeuroSense Therapeutics Ltd.,NeuroSense Therapeutics Ltd. - Warrant,S,N,N,100.0,N,N,NASDAQ
