symbol,name
Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Category
FARO,"FARO Technologies, Inc.","FARO Technologies, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FAST,Fastenal Company,Fastenal Company - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FAT,FAT Brands Inc.,FAT Brands Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
FATBB,FAT Brands Inc.,FAT Brands Inc. - Class B Common Stock,S,N,N,100.0,N,N,NASDAQ
FATBP,FAT Brands Inc.,FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock,S,N,N,100.0,N,N,NASDAQ
FATBW,FAT Brands Inc.,FAT Brands Inc. - Warrant,S,N,N,100.0,N,N,NASDAQ
FATE,"Fate Therapeutics, Inc.","Fate Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
FATN,"FatPipe, Inc.","FatPipe, Inc. - common stock",S,N,N,100.0,N,N,NASDAQ
FBGL,FBS Global Limited,FBS Global Limited - Ordinary Shares,S,N,D,100.0,N,N,NASDAQ
FBIO,"Fortress Biotech, Inc.","Fortress Biotech, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FBIOP,"Fortress Biotech, Inc.","Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",S,N,N,100.0,N,N,NASDAQ
FBIZ,"First Business Financial Services, Inc.","First Business Financial Services, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FBL,GraniteShares 2x Long META Daily ETF,GraniteShares 2x Long META Daily ETF,G,N,N,100.0,Y,N,NASDAQ
FBLA,"FB Bancorp, Inc.","FB Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FBLG,"FibroBiologics, Inc.","FibroBiologics, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FBNC,First Bancorp,First Bancorp - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FBOT,Fidelity Disruptive Automation ETF,Fidelity Disruptive Automation ETF,G,N,N,100.0,Y,N,NASDAQ
FBRX,"Forte Biosciences, Inc. ","Forte Biosciences, Inc.  - Common Stock",S,N,N,100.0,N,N,NASDAQ
FBYD,"Falcon's Beyond Global, Inc.","Falcon's Beyond Global, Inc. - Class A Common Stock",G,N,N,100.0,N,N,NASDAQ
FBYDW,"Falcon's Beyond Global, Inc.","Falcon's Beyond Global, Inc. - Warrants",S,N,N,100.0,N,N,NASDAQ
FBZ,First Trust Brazil AlphaDEX Fund,First Trust Brazil AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FCA,First Trust China AlphaDEX Fund,First Trust China AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FCAL,First Trust California Municipal High income ETF,First Trust California Municipal High income ETF,G,N,N,100.0,Y,N,NASDAQ
FCAP,"First Capital, Inc.","First Capital, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FCBC,"First Community Bankshares, Inc.","First Community Bankshares, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FCCO,First Community Corporation,First Community Corporation - Common Stock,S,N,N,100.0,N,N,NASDAQ
FCEF,First Trust Income Opportunities ETF,First Trust Income Opportunities ETF,G,N,N,100.0,Y,N,NASDAQ
FCEL,"FuelCell Energy, Inc.","FuelCell Energy, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
FCFS,"FirstCash Holdings, Inc.","FirstCash Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FCNCA,"First Citizens BancShares, Inc.","First Citizens BancShares, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
FCNCO,"First Citizens BancShares, Inc.","First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",Q,N,N,100.0,N,N,NASDAQ
FCNCP,"First Citizens BancShares, Inc.","First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,N,100.0,N,N,NASDAQ
FCTE,SMI 3Fourteen Full-Cycle Trend ETF,SMI 3Fourteen Full-Cycle Trend ETF,G,N,N,100.0,Y,N,NASDAQ
FCUV,Focus Universal Inc.,Focus Universal Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
FCVT,First Trust SSI Strategic Convertible Securities ETF,First Trust SSI Strategic Convertible Securities ETF,G,N,N,100.0,Y,N,NASDAQ
FDBC,"Fidelity D & D Bancorp, Inc.","Fidelity D & D Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
FDCF,Fidelity Disruptive Communications ETF,Fidelity Disruptive Communications ETF,G,N,N,100.0,Y,N,NASDAQ
FDFF,Fidelity Disruptive Finance ETF,Fidelity Disruptive Finance ETF,G,N,N,100.0,Y,N,NASDAQ
FDIF,Fidelity Disruptors ETF,Fidelity Disruptors ETF,G,N,N,100.0,Y,N,NASDAQ
FDIG,Fidelity Crypto Industry and Digital Payments ETF,Fidelity Crypto Industry and Digital Payments ETF,G,N,N,100.0,Y,N,NASDAQ
FDIV,MarketDesk Focused U.S. Dividend ETF,MarketDesk Focused U.S. Dividend ETF,G,N,N,100.0,Y,N,NASDAQ
FDMT,"4D Molecular Therapeutics, Inc.","4D Molecular Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FDNI,First Trust Dow Jones International Internet ETF,First Trust Dow Jones International Internet ETF,G,N,N,100.0,Y,N,NASDAQ
FDSB,"Fifth District Bancorp, Inc.","Fifth District Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,First Trust Developed Markets Ex-US AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FDTX,Fidelity Disruptive Technology ETF,Fidelity Disruptive Technology ETF,G,N,N,100.0,Y,N,NASDAQ
FDUS,Fidus Investment Corporation,Fidus Investment Corporation - Closed End Fund,Q,N,N,100.0,N,N,NASDAQ
FEAM,"5E Advanced Materials, Inc.","5E Advanced Materials, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FEAT,YieldMax Dorsey Wright Featured 5 Income ETF,YieldMax Dorsey Wright Featured 5 Income ETF,G,N,N,100.0,Y,N,NASDAQ
FEBO,Fenbo Holdings Limited,Fenbo Holdings Limited - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
FEIM,"Frequency Electronics, Inc.","Frequency Electronics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
FELE,"Franklin Electric Co., Inc.","Franklin Electric Co., Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FEM,First Trust Emerging Markets AlphaDEX Fund,First Trust Emerging Markets AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FEMB,First Trust Emerging Markets Local Currency Bond ETF,First Trust Emerging Markets Local Currency Bond ETF,G,N,N,100.0,Y,N,NASDAQ
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,First Trust Emerging Markets Small Cap AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FEMY,Femasys Inc.,Femasys Inc. - Common Stock,S,N,D,100.0,N,N,NASDAQ
FENC,Fennec Pharmaceuticals Inc.,Fennec Pharmaceuticals Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
FEP,First Trust Europe AlphaDEX Fund,First Trust Europe AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FEPI,REX FANG & Innovation Equity Premium Income ETF,REX FANG & Innovation Equity Premium Income ETF,G,N,N,100.0,Y,N,NASDAQ
FER,Ferrovial SE,Ferrovial SE - Ordinary Shares,Q,N,N,100.0,N,N,NASDAQ
FERA,Fifth Era Acquisition Corp I,Fifth Era Acquisition Corp I - Class A Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
FERAR,Fifth Era Acquisition Corp I,Fifth Era Acquisition Corp I - Rights,G,N,N,100.0,N,N,NASDAQ
FERAU,Fifth Era Acquisition Corp I,Fifth Era Acquisition Corp I - Units,G,N,N,100.0,N,N,NASDAQ
FEUZ,First Trust Eurozone AlphaDEX ETF,First Trust Eurozone AlphaDEX ETF,G,N,N,100.0,Y,N,NASDAQ
FEX,First Trust Large Cap Core AlphaDEX Fund,First Trust Large Cap Core AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FFAI,Faraday Future Intelligent Electric Inc.,Faraday Future Intelligent Electric Inc. - Class A Common Stock,S,N,N,100.0,N,N,NASDAQ
FFAIW,Faraday Future Intelligent Electric Inc.,Faraday Future Intelligent Electric Inc. - Warrant,S,N,N,100.0,N,N,NASDAQ
FFBC,First Financial Bancorp.,First Financial Bancorp. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FFIC,Flushing Financial Corporation,Flushing Financial Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FFIN,"First Financial Bankshares, Inc.","First Financial Bankshares, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FFIV,"F5, Inc.","F5, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FFUT,Fidelity Managed Futures ETF,Fidelity Managed Futures ETF,G,N,N,100.0,Y,N,NASDAQ
FGBI,"First Guaranty Bancshares, Inc.","First Guaranty Bancshares, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
FGBIP,"First Guaranty Bancshares, Inc.","First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock",G,N,N,100.0,N,N,NASDAQ
FGEN,"FibroGen, Inc","FibroGen, Inc - Common Stock",Q,N,D,100.0,N,N,NASDAQ
FGF,Fundamental Global Inc.,Fundamental Global Inc. - Common Stock,G,N,N,100.0,N,N,NASDAQ
FGFPP,Fundamental Global Inc.,Fundamental Global Inc. - 8.00% Cumulative Series A Preferred Stock,G,N,N,100.0,N,N,NASDAQ
FGI,FGI Industries Ltd.,FGI Industries Ltd. - Ordinary Shares,S,N,D,100.0,N,N,NASDAQ
FGIWW,FGI Industries Ltd.,FGI Industries Ltd. - warrant,S,N,N,100.0,N,N,NASDAQ
FGL,Founder Group Limited,Founder Group Limited - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
FGM,First Trust Germany AlphaDEX Fund,First Trust Germany AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FGMC,FG Merger II Corp.,FG Merger II Corp. - Common stock,G,N,N,100.0,N,N,NASDAQ
FGMCR,FG Merger II Corp.,FG Merger II Corp. - Rights,G,N,N,100.0,N,N,NASDAQ
FGMCU,FG Merger II Corp.,FG Merger II Corp. - Unit,G,N,N,100.0,N,N,NASDAQ
FGSI,FT Vest Growth Strength & Target Income ETF,FT Vest Growth Strength & Target Income ETF,G,N,N,100.0,Y,N,NASDAQ
FHB,"First Hawaiian, Inc.","First Hawaiian, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FHTX,Foghorn Therapeutics Inc.,Foghorn Therapeutics Inc. - Common Stock,G,N,D,100.0,N,N,NASDAQ
FIBK,"First Interstate BancSystem, Inc.","First Interstate BancSystem, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FICS,First Trust International Developed Capital Strength ETF,First Trust International Developed Capital Strength ETF,G,N,N,100.0,Y,N,NASDAQ
FID,First Trust S&P International Dividend Aristocrats ETF,First Trust S&P International Dividend Aristocrats ETF,G,N,N,100.0,Y,N,NASDAQ
FIGXU,FIGX Capital Acquisition Corp.,FIGX Capital Acquisition Corp. - Units,G,N,N,100.0,N,N,NASDAQ
FINE,Themes European Luxury ETF,Themes European Luxury ETF,G,N,N,100.0,Y,N,NASDAQ
FINW,FinWise Bancorp,FinWise Bancorp - Common Stock,G,N,N,100.0,N,N,NASDAQ
FINX,Global X FinTech ETF,Global X FinTech ETF,G,N,N,100.0,Y,N,NASDAQ
FIP,FTAI Infrastructure Inc.,FTAI Infrastructure Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FISI,"Financial Institutions, Inc.","Financial Institutions, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FITB,Fifth Third Bancorp,Fifth Third Bancorp - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FITBI,Fifth Third Bancorp,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,Q,N,N,100.0,N,N,NASDAQ
FITBO,Fifth Third Bancorp,"Fifth Third Bancorp - Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K",Q,N,N,100.0,N,N,NASDAQ
FITBP,Fifth Third Bancorp,"Fifth Third Bancorp - Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A",Q,N,N,100.0,N,N,NASDAQ
FIVE,"Five Below, Inc.","Five Below, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FIVN,"Five9, Inc.","Five9, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
FIVY,YieldMax Dorsey Wright Hybrid 5 Income ETF,YieldMax Dorsey Wright Hybrid 5 Income ETF,G,N,N,100.0,Y,N,NASDAQ
FIXD,First Trust Smith Opportunistic Fixed Income ETF,First Trust Smith Opportunistic Fixed Income ETF,G,N,N,100.0,Y,N,NASDAQ
FIZZ,National Beverage Corp.,National Beverage Corp. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FJP,First Trust Japan AlphaDEX Fund,First Trust Japan AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FKU,First Trust United Kingdom AlphaDEX Fund,First Trust United Kingdom AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FKWL,Franklin Wireless Corp.,Franklin Wireless Corp. - common stock,S,N,N,100.0,N,N,NASDAQ
FLD,"Fold Holdings, Inc.","Fold Holdings, Inc. - Class A Common Stock",S,N,N,100.0,N,N,NASDAQ
FLDB,Fidelity Low Duration Bond ETF,Fidelity Low Duration Bond ETF,G,N,N,100.0,Y,N,NASDAQ
FLDDW,"Fold Holdings, Inc.","Fold Holdings, Inc. - Warrant",S,N,N,100.0,N,N,NASDAQ
FLEX,Flex Ltd.,Flex Ltd. - Ordinary Shares,Q,N,N,100.0,N,N,NASDAQ
FLGC,Flora Growth Corp.,Flora Growth Corp. - Common Stock,S,N,D,100.0,N,N,NASDAQ
FLGT,"Fulgent Genetics, Inc.","Fulgent Genetics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
FLL,"Full House Resorts, Inc.","Full House Resorts, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FLN,First Trust Latin America AlphaDEX Fund,First Trust Latin America AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FLNC,"Fluence Energy, Inc.","Fluence Energy, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
FLNT,"Fluent, Inc.","Fluent, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FLUX,"Flux Power Holdings, Inc.","Flux Power Holdings, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
FLWS,"1-800-FLOWERS.COM, Inc.","1-800-FLOWERS.COM, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
FLX,BingEx Limited,BingEx Limited - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
FLXS,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FLYE,"Fly-E Group, Inc.","Fly-E Group, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
FLYW,Flywire Corporation,Flywire Corporation - Voting Common Stock,Q,N,N,100.0,N,N,NASDAQ
FMAO,"Farmers & Merchants Bancorp, Inc.","Farmers & Merchants Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FMB,First Trust Managed Municipal ETF,First Trust Managed Municipal ETF,G,N,N,100.0,Y,N,NASDAQ
FMBH,"First Mid Bancshares, Inc.","First Mid Bancshares, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
FMED,Fidelity Disruptive Medicine ETF,Fidelity Disruptive Medicine ETF,G,N,N,100.0,Y,N,NASDAQ
FMET,Fidelity Metaverse ETF,Fidelity Metaverse ETF,G,N,N,100.0,Y,N,NASDAQ
FMFC,Kandal M Venture Limited,Kandal M Venture Limited - Class A ordinary Shares,S,N,N,100.0,N,N,NASDAQ
FMHI,First Trust Municipal High Income ETF,First Trust Municipal High Income ETF,G,N,N,100.0,Y,N,NASDAQ
FMNB,Farmers National Banc Corp.,Farmers National Banc Corp. - Common Stock,S,N,N,100.0,N,N,NASDAQ
FMST,Foremost Clean Energy Ltd.,Foremost Clean Energy Ltd. - Common Shares,S,N,N,100.0,N,N,NASDAQ
FMSTW,Foremost Clean Energy Ltd.,Foremost Clean Energy Ltd. - Warrant,S,N,N,100.0,N,N,NASDAQ
FMTM,MarketDesk Focused U.S. Momentum ETF,MarketDesk Focused U.S. Momentum ETF,G,N,N,100.0,Y,N,NASDAQ
FMUB,Fidelity Municipal Bond Opportunities ETF,Fidelity Municipal Bond Opportunities ETF,G,N,N,100.0,Y,N,NASDAQ
FMUN,Fidelity Systematic Municipal Bond Index ETF,Fidelity Systematic Municipal Bond Index ETF,G,N,N,100.0,Y,N,NASDAQ
FNGR,"FingerMotion, Inc.","FingerMotion, Inc. - common stock",S,N,N,100.0,N,N,NASDAQ
FNK,First Trust Mid Cap Value AlphaDEX Fund,First Trust Mid Cap Value AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FNKO,"Funko, Inc.","Funko, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
FNLC,"First Bancorp, Inc (ME)","First Bancorp, Inc (ME) - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FNWB,First Northwest Bancorp,First Northwest Bancorp - Common Stock,G,N,N,100.0,N,N,NASDAQ
FNWD,Finward Bancorp,Finward Bancorp - common stock,S,N,N,100.0,N,N,NASDAQ
FNX,First Trust Mid Cap Core AlphaDEX Fund,First Trust Mid Cap Core AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FNY,First Trust Mid Cap Growth AlphaDEX Fund,First Trust Mid Cap Growth AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FOLD,"Amicus Therapeutics, Inc.","Amicus Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
FONR,Fonar Corporation,Fonar Corporation - Common Stock,S,N,N,100.0,N,N,NASDAQ
FORA,Forian Inc.,Forian Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
FORD,"Forward Industries, Inc.","Forward Industries, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FORL,Four Leaf Acquisition Corporation,Four Leaf Acquisition Corporation - Class A Common Stock,S,N,D,100.0,N,N,NASDAQ
FORLU,Four Leaf Acquisition Corporation,Four Leaf Acquisition Corporation - Unit,S,N,D,100.0,N,N,NASDAQ
FORLW,Four Leaf Acquisition Corporation,Four Leaf Acquisition Corporation - Warrants,S,N,D,100.0,N,N,NASDAQ
FORM,"FormFactor, Inc.","FormFactor, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FORR,"Forrester Research, Inc.","Forrester Research, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FORTY,Formula Systems (1985) Ltd.,Formula Systems (1985) Ltd. - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
FOSL,"Fossil Group, Inc.","Fossil Group, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FOSLL,"Fossil Group, Inc.","Fossil Group, Inc. - 7% Senior Notes due 2026",Q,N,N,100.0,N,N,NASDAQ
FOX,Fox Corporation,Fox Corporation - Class B Common Stock,Q,N,N,100.0,N,N,NASDAQ
FOXA,Fox Corporation,Fox Corporation - Class A Common Stock,Q,N,N,100.0,N,N,NASDAQ
FOXF,Fox Factory Holding Corp.,Fox Factory Holding Corp. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FOXX,Foxx Development Holdings Inc.,Foxx Development Holdings Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
FOXXW,Foxx Development Holdings Inc.,Foxx Development Holdings Inc. - Warrant,S,N,N,100.0,N,N,NASDAQ
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FPAY,"FlexShopper, Inc.","FlexShopper, Inc. - Common Stock",S,N,E,100.0,N,N,NASDAQ
FPXE,First Trust IPOX Europe Equity Opportunities ETF,First Trust IPOX Europe Equity Opportunities ETF,G,N,N,100.0,Y,N,NASDAQ
FPXI,First Trust International Equity Opportunities ETF,First Trust International Equity Opportunities ETF,G,N,N,100.0,Y,N,NASDAQ
FRAF,Franklin Financial Services Corporation,Franklin Financial Services Corporation - Common Stock,S,N,N,100.0,N,N,NASDAQ
FRBA,First Bank ,First Bank  - Common Stock,G,N,N,100.0,N,N,NASDAQ
FRD,Friedman Industries Inc.,Friedman Industries Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FRGT,"Freight Technologies, Inc.","Freight Technologies, Inc. - Ordinary Shares",S,N,D,100.0,N,N,NASDAQ
FRHC,Freedom Holding Corp.,Freedom Holding Corp. - Common Stock,S,N,N,100.0,N,N,NASDAQ
FRME,First Merchants Corporation,First Merchants Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FRMEP,First Merchants Corporation,"First Merchants Corporation - Depository Shares, each representing a 1/100th interest in a share of 7.50% Non-Cumulative Perpetual Preferred Stock, A",Q,N,N,100.0,N,N,NASDAQ
FROG,JFrog Ltd.,JFrog Ltd. - Ordinary shares,Q,N,N,100.0,N,N,NASDAQ
FRPH,"FRP Holdings, Inc.","FRP Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FRPT,"Freshpet, Inc.","Freshpet, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
FRSH,Freshworks Inc.,Freshworks Inc. - Class A Common Stock,Q,N,N,100.0,N,N,NASDAQ
FRST,Primis Financial Corp.,Primis Financial Corp. - Common Stock,G,N,N,100.0,N,N,NASDAQ
FRSX,Foresight Autonomous Holdings Ltd.,Foresight Autonomous Holdings Ltd. - American Depositary Shares,S,N,D,100.0,N,N,NASDAQ
FSBC,Five Star Bancorp,Five Star Bancorp - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FSBW,"FS Bancorp, Inc.","FS Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FSCS,First Trust SMID Capital Strength ETF,First Trust SMID Capital Strength ETF,G,N,N,100.0,Y,N,NASDAQ
FSEA,"First Seacoast Bancorp, Inc.","First Seacoast Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FSFG,"First Savings Financial Group, Inc.","First Savings Financial Group, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FSGS,First Trust SMID Growth Strength ETF,First Trust SMID Growth Strength ETF,G,N,N,100.0,Y,N,NASDAQ
FSHP,Flag Ship Acquisition Corp.,Flag Ship Acquisition Corp. - Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
FSHPR,Flag Ship Acquisition Corp.,Flag Ship Acquisition Corp. - Right,G,N,N,100.0,N,N,NASDAQ
FSHPU,Flag Ship Acquisition Corp.,Flag Ship Acquisition Corp. - Unit,G,N,N,100.0,N,N,NASDAQ
FSLR,"First Solar, Inc.","First Solar, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FSTR,L.B. Foster Company,L.B. Foster Company - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FSUN,FirstSun Capital Bancorp,FirstSun Capital Bancorp - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FSV,FirstService Corporation,FirstService Corporation - Common Shares,Q,N,N,100.0,N,N,NASDAQ
FSZ,First Trust Switzerland AlphaDEX Fund,First Trust Switzerland AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FTA,First Trust Large Cap Value AlphaDEX Fund,First Trust Large Cap Value AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FTAG,First Trust Indxx Global Agriculture ETF,First Trust Indxx Global Agriculture ETF,G,N,N,100.0,Y,N,NASDAQ
FTAI,FTAI Aviation Ltd.,FTAI Aviation Ltd. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FTAIM,FTAI Aviation Ltd.,FTAI Aviation Ltd. - 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,Q,N,N,100.0,N,N,NASDAQ
FTAIN,FTAI Aviation Ltd.,FTAI Aviation Ltd. - 8.25% Fixed-Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,Q,N,N,100.0,N,N,NASDAQ
FTC,First Trust Large Cap Growth AlphaDEX Fund,First Trust Large Cap Growth AlphaDEX Fund,G,N,N,100.0,Y,N,NASDAQ
FTCI,"FTC Solar, Inc.","FTC Solar, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FTCS,First Trust Capital Strength ETF,First Trust Capital Strength ETF,G,N,N,100.0,Y,N,NASDAQ
FTDR,"Frontdoor, Inc.","Frontdoor, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FTDS,First Trust Dividend Strength ETF,First Trust Dividend Strength ETF,G,N,N,100.0,Y,N,NASDAQ
FTEK,"Fuel Tech, Inc.","Fuel Tech, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FTEL,Fitell Corporation,Fitell Corporation - Ordinary Shares,S,N,D,100.0,N,N,NASDAQ
FTFT,Future FinTech Group Inc.,Future FinTech Group Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
FTGC,First Trust Global Tactical Commodity Strategy Fund,First Trust Global Tactical Commodity Strategy Fund,G,N,N,100.0,Y,N,NASDAQ
FTGS,First Trust Growth Strength ETF,First Trust Growth Strength ETF,G,N,N,100.0,Y,N,NASDAQ
FTHI,First Trust BuyWrite Income ETF,First Trust BuyWrite Income ETF,G,N,N,100.0,Y,N,NASDAQ
FTHM,Fathom Holdings Inc.,Fathom Holdings Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
FTLF,"FitLife Brands, Inc.","FitLife Brands, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
FTNT,"Fortinet, Inc.","Fortinet, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
FTQI,First Trust Nasdaq BuyWrite Income ETF,First Trust Nasdaq BuyWrite Income ETF,G,N,N,100.0,Y,N,NASDAQ
FTRE,Fortrea Holdings Inc.,Fortrea Holdings Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
FTRI,First Trust Indxx Global Natural Resources Income ETF,First Trust Indxx Global Natural Resources Income ETF,G,N,N,100.0,Y,N,NASDAQ
FTRK,FAST TRACK GROUP,FAST TRACK GROUP - Ordinary shares,S,N,N,100.0,N,N,NASDAQ
FTSL,First Trust Senior Loan Fund,First Trust Senior Loan Fund,G,N,N,100.0,Y,N,NASDAQ
FTSM,First Trust Enhanced Short Maturity ETF,First Trust Enhanced Short Maturity ETF,G,N,N,100.0,Y,N,NASDAQ
FTXG,First Trust Nasdaq Food & Beverage ETF,First Trust Nasdaq Food & Beverage ETF,G,N,N,100.0,Y,N,NASDAQ
FTXH,First Trust Nasdaq Pharmaceuticals ETF,First Trust Nasdaq Pharmaceuticals ETF,G,N,N,100.0,Y,N,NASDAQ
